City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
317,praia da vitoria,38.7333,-27.0667,291.29,77,40,4.81,PT,1684704696
318,kodiak,57.79,-152.4072,279.88,93,100,5.66,US,1684704489
319,siwa oasis,29.2041,25.5195,298.88,30,0,8.07,EG,1684704696
320,kabala,9.5833,-11.55,297.24,86,63,1.12,SL,1684704696
321,marivan,35.5219,46.176,290.37,61,71,0.99,IR,1684704697
322,castillos,-34.1667,-53.8333,290.49,92,100,3.21,UY,1684704697
323,beihai,21.4833,109.1,300.38,93,1,2.56,CN,1684704697
324,tolanaro,-25.0319,46.9987,294.19,83,20,2.06,MG,1684704697
325,zouerate,22.7187,-12.4521,297.82,17,9,5.06,MR,1684704697
326,bulawayo,-20.15,28.5833,289.66,37,61,2.59,ZW,1684704698
327,xam nua,20.4197,104.0439,294.31,80,1,1.53,LA,1684704698
328,novaya ladoga,60.1025,32.3019,283.69,76,95,2.81,RU,1684704698
329,greymouth,-42.4667,171.2,282.71,83,100,2.98,NZ,1684704698
330,puerto armuelles,8.2833,-82.8667,297.14,84,89,3.67,PA,1684704698
331,clarksville,36.5298,-87.3595,298.25,53,0,4.12,US,1684704425
332,talcahuano,-36.7167,-73.1167,285.97,100,75,5.14,CL,1684704619
333,maputo,-25.9653,32.5892,294.94,82,0,4.93,MZ,1684704699
334,wellington,-41.2866,174.7756,287.07,89,75,3.6,NZ,1684704699
335,qalat,32.1058,66.9083,297.4,20,100,1.2,AF,1684704700
336,tofol,5.3248,163.0078,301.49,73,75,2.76,FM,1684704700
337,puerto deseado,-47.7503,-65.8938,285.07,46,58,7.19,AR,1684704696
338,parkersburg,39.2667,-81.5615,297.19,38,0,3.09,US,1684704603
339,beeskow,52.1667,14.25,290.46,76,38,4.08,DE,1684704701
340,wamba,8.9333,8.6,297.8,86,100,1.71,NG,1684704701
341,aykhal,66.0,111.5,269.25,86,85,1.45,RU,1684704701
342,lompoc,34.6391,-120.4579,299.7,82,100,4.63,US,1684704701
343,taro,-8.3862,115.28,295.15,95,66,0.85,ID,1684704702
344,sosnovo-ozerskoye,52.5249,111.5418,278.18,57,3,1.96,RU,1684704702
345,kuanda,56.3161,116.0806,283.52,59,46,0.57,RU,1684704702
346,bondo,3.8146,23.6866,295.49,91,91,0.91,CD,1684704702
347,port elizabeth,-33.918,25.5701,286.54,91,40,5.66,ZA,1684704586
348,ulladulla,-35.35,150.4667,281.92,64,0,1.65,AU,1684704703
349,flying fish cove,-10.4217,105.6791,298.97,83,75,4.63,CX,1684704703
350,niamey,13.5137,2.1098,307.31,33,0,4.12,NE,1684704703
351,amga,60.8953,131.9608,273.76,58,82,4.35,RU,1684704703
352,kachug,53.9606,105.8817,281.83,61,11,0.56,RU,1684704704
353,lebu,-37.6167,-73.65,284.93,88,11,3.82,CL,1684704704
354,la'ie,21.6477,-157.9253,303.13,69,75,5.36,US,1684704704
355,lospalos,-8.5186,127.0025,293.22,80,52,2.83,TL,1684704704
356,slatina,44.4333,24.3667,289.52,80,84,2.46,RO,1684704705
357,seme,15.1942,-12.9448,307.49,11,99,2.44,SN,1684704705
358,san luis de la loma,17.2706,-100.8939,304.97,59,94,3.19,MX,1684704705
359,i-n-salah,27.1935,2.4607,301.09,12,0,4.9,DZ,1684704705
360,luganville,-15.5333,167.1667,300.56,84,99,2.44,VU,1684704706
361,kargopol',61.5071,38.9456,286.07,65,86,1.83,RU,1684704706
362,yuzhno-kurilsk,44.0306,145.8556,282.26,95,66,1.23,RU,1684704706
